Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
rob	v				rob%2:40:00::	202321391	rob_v1	202254238	rob_v1	take something away by force or without the consent of the owner;	The burglars robbed him of all his money
robber	n			robber	robber%1:18:01::	110534586	robber_n1	109848308	robber_n1	a thief who steals from someone by threatening violence	
robbery	n			robbery	robbery%1:04:00::	100781685	robbery_n1	100732144	robbery_n1	larceny by threat of violence	
robe	n			robe	robe%1:06:00::	104097866	robe_n1	103943536	robe_n1	any loose flowing garment	
robin	n			robin	robin%1:05:02::	101562265	robin_n1	101484471	robin_n1	small Old World songbird with a reddish breast	
robot	n			robot	robot%1:06:00::	102761392	golem_n2	102665724	golem_n2	a mechanism that can move automatically	
rock	n	okay	mater	stone	rock%1:17:01::	109416076	stone_n1	108824564	stone_n1	a lump or mass of hard consolidated mineral matter;	he threw a rock at me
rocker	n			rocker	rocker%1:18:02::	110536021	rocker_n1	109849740	rocker_n1	an attendant who rocks a child in a cradle	
rockery	n			rockery	rockery%1:06:00::	104099854	rockery_n1	103945435	rockery_n1	a garden featuring rocks; usually alpine plants	
rocket	n			rocket	rocket%1:06:01::	104099429	rocket_n1	103945064	rocket_n1	any vehicle self-propelled by a rocket engine	
rocky	adj				rocky%5:00:00:rough:00	302241988	rocky_s1	302162806	rocky_s1	abounding in rocks or stones;	rocky fields; stony ground; bouldery beaches
rod	n			rod	rod%1:23:01::	113650921	rod_n3	112879764	rod_n1	a linear measure of 16.5 feet	
rodent	n			rodent	rodent%1:05:00::	102329401	gnawer_n1	102243671	gnawer_n1	relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing	
rodeo	n			rodeo	rodeo%1:04:00::	100522939	rodeo_n1	100497898	rodeo_n1	an exhibition of cowboy skills	
roe	n			roe	roe%1:13:00::	107799278	roe_n1	107326511	roe_n1	fish eggs or egg-filled ovary; having a grainy texture	
role	n	okay	role	role	role%1:04:00::	100720565	role_n1	100678112	part_n6	the actions and activities assigned to or required or expected of a person or group;	the function of a teacher; the government must do its part; play its role
roll	v	okay	act		roll%2:38:00::	201866192	roll_v1	201812104	roll_v1	move by turning over or rotating;	The child rolled down the hill; turn over on your left side
roller	n			roller	roller%1:04:00::	100129435	roller_n1	100121742	roller_n1	a grounder that rolls along the infield	
rollerskate	n			roller skate	roller_skate%1:06:00::	104102618	roller_skate_n1	103947965	roller_skate_n1	a shoe with pairs of rollers fixed to the sole	
roly-poly	n			roly-poly	roly-poly%1:18:00::	110082146	fatty_n1	109435386	fatty_n1	a rotund individual	
roman	n			roman	roman%1:10:01::	106827503	roman_n3	106407984	roman_n3	a typeface used in ancient Roman inscriptions	
Romania	n			Romania	romania%1:15:00::	108813978	Rumania_n1	108271462	Rumania_n1	a republic in southeastern Europe with a short coastline on the Black Sea	
roof	n			roof	roof%1:06:00::	104105068	roof_n1	103950188	roof_n1	a protective covering that covers or forms the top of a building	
rook	v				rook%2:41:00::	202572119	defraud_v1	202495803	defraud_v1	deprive of by deceit;	He swindled me out of my inheritance; She defrauded the customers who trusted her; the cashier gypped me when he gave me too little change
room	n	okay	loc	room	room%1:06:00::	104105893	room_n1	103951013	room_n1	an area within a building enclosed by walls and floor and ceiling;	the rooms were very small but they had a nice view
rooster	n			rooster	rooster%1:05:00::	101792158	rooster_n1	101711522	rooster_n1	adult male chicken	
root	n	okay	ppart	root	root%1:20:00::	113125117	root_n1	112372766	root_n1	(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground	
rope	n	okay	obj	rope	rope%1:06:00::	104108268	rope_n1	103953334	rope_n1	a strong line	
rose	n	okay	plant	rose	rose%1:20:00::	112620196	rose_n1	111871378	rose_n1	any of many shrubs of the genus Rosa that bear roses	
rosemary	n			rosemary	rosemary%1:20:00::	112864160	rosemary_n1	112114682	rosemary_n1	widely cultivated for its fragrant grey-green leaves used in cooking and in perfumery	
rosette	n			rosette	rosette%1:06:00::	104109899	rosette_n1	103954920	rosette_n1	an ornament or pattern resembling a rose that is worn as a badge of office or as recognition of having won an honor	
rosy	adj				rosy%5:00:00:optimistic:00	301664156	rosy_s1	301613878	rosy_s1	reflecting optimism;	a rosy future; looked at the world through rose-colored glasses
rot	v				rot%2:30:00::	200209837	rot_v1	200202479	rot_v1	break down;	The bodies decomposed in the heat
rotate	v	okay	act		rotate%2:38:01::	202045043	rotate_v1	201986772	rotate_v1	turn on or around an axis or a center;	The Earth revolves around the Sun; The lamb roast rotates on a spit over the fire
rotation	n	okay	nom	rotation	rotation%1:04:00::	100342028	rotation_n1	100326308	rotation_n1	the act of rotating as if on an axis;	the rotation of the dancer kept time with the music
rotational	adj				rotational%3:01:00::	303112379	rotational_a1	302945665	rotational_a1	of or pertaining to rotation;	rotational inertia
rotifer	n			rotifer	rotifer%1:05:00::	101929186	rotifer_n1	101847073	rotifer_n1	minute aquatic multicellular organisms having a ciliated wheel-like organ for feeding and locomotion; constituents of freshwater plankton	
rotten	adj				rotten%5:00:03:bad:00	301127782	lousy_s1	301086655	lousy_s1	very bad;	a lousy play; it's a stinking world
rotter	n			bum	rotter%1:18:00::	110539715	bum_n1	109852717	bum_n1	a person who is deemed to be despicable or contemptible;	only a rotter would do that; kill the rat; throw the bum out; you cowardly little pukes!; the British call a contemptible person a `git'
rough	adj	okay	quality		rough%3:00:00::	302238462	rough_a1	302159799	rough_a1	having or caused by an irregular surface;	trees with rough bark; rough ground; rough skin; rough blankets; his unsmooth face
roughen	v				roughen%2:35:00::	201253621	roughen_v1	201215750	roughen_v1	make rough or rougher;	roughen the surfaces so they will stick to each other
roughly	r				roughly%4:02:00::	400007015	about_r1	400006660	about_r1	(of quantities) imprecise but fairly close to correct;	lasted approximately an hour; in just about a minute; he's about 30 years old; I've had about all I can stand; we meet about once a month; some forty people came; weighs around a hundred pounds; roughly $3,000; holds 3 gallons, more or less; 20 or so people were at the party
roughness	n			roughness	roughness%1:07:00::	104948241	roughness_n1	104695651	roughness_n1	a texture of a surface or edge that is not smooth but is irregular and uneven	
round	adj				round%3:00:00::	302040652	round_a1	301974469	round_a1	having a circular shape	
roundabout	adj				roundabout%5:00:00:indirect:02	300767349	roundabout_s1	300734812	roundabout_s1	marked by obliqueness or indirection in speech or conduct;	the explanation was circuitous and puzzling; a roundabout paragraph; hear in a roundabout way that her ex-husband was marrying her best friend
rounder	n			rounder	rounder%1:18:00::	110257647	libertine_n1	109595591	libertine_n1	a dissolute person; usually a man who is morally unrestrained	
roundworm	n			ringworm	roundworm%1:26:00::	114125466	tinea_n1	113320612	tinea_n1	infections of the skin or nails caused by fungi and appearing as itching circular patches	
route	n			route	route%1:15:00::	108616311	route_n1	108090487	route_n1	an established line of travel or access	
routine	n			routine	routine%1:04:00::	101026482	routine_n1	100967003	routine_n1	an unvarying or habitual method or procedure	
routinely	r				routinely%4:02:00::	400210935	routinely_r1	400213793	habitually_r1	according to routine or established practice;	he routinely parked in a no-parking zone
row	n	y		row	row%1:14:00::	108431437	row_n1	107920155	row_n1	an arrangement of objects or people side by side in a line;	a row of chairs
row	v	y			row%2:38:00::	201946996	row_v1	201890047	row_v1	propel with oars;	row the boat across the lake
rowan	n			rowan	rowan%1:20:00::	112658308	rowan_n1	111909448	rowan_n1	Eurasian tree with orange-red berrylike fruits	
rowdy	adj				rowdy%5:00:00:disorderly:00	301667110	rowdy_s1	301616984	rowdy_s1	disturbing the public peace; loud and rough;	a raucous party; rowdy teenagers
royal	adj				royal%3:01:00::	302789579	royal_a1	302667128	royal_a1	of or relating to or indicative of or issued or performed by a king or queen or other monarch;	the royal party; the royal crest; by royal decree; a royal visit
rpm	n			rpm	rpm%1:28:00::	115281870	rpm_n1	114417162	rpm_n1	rate of revolution of a motor;	the engine was doing 6000 revs
rub	v				rub%2:35:00::	201249724	rub_v1	201212021	rub_v1	move over something with pressure;	rub my hands; rub oil into her skin
rubber	n	okay	obj	rubber	rubber%1:27:00::	115006258	rubber_n1	114154700	rubber_n1	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	
rubbery	adj				rubbery%5:00:00:elastic:00	300844869	rubbery_s1	300810430	rubbery_s1	having an elastic texture resembling rubber in flexibility or toughness	
rubbing	vbg	okay	der								
rubbish	n			rubbish	rubbish%1:27:00::	114857497	rubbish_n1	114011880	rubbish_n1	worthless material that is to be disposed of	
rubble	n			debris	rubble%1:27:00::	114857897	dust_n2	114012244	dust_n2	the remains of something that has been destroyed or broken up	
rubric	n			rubric	rubric%1:10:02::	106652614	rubric_n1	106242568	rubric_n1	an authoritative rule of conduct or procedure	
ruby	n			ruby	ruby%1:21:00::	113372262	ruby_n1	112614485	ruby_n1	a transparent piece of ruby that has been cut and polished and is valued as a precious gem	
rucksack	n			backpack	rucksack%1:06:00::	102769748	knapsack_n1	102673709	knapsack_n1	a bag carried by a strap on your back or shoulder	
rudder	n			rudder	rudder%1:06:01::	104117464	rudder_n1	103962372	rudder_n1	a hinged vertical airfoil mounted at the tail of an aircraft and used to make horizontal course changes	
ruddy	adj				ruddy%5:00:00:healthy:00	301172139	ruddy_s1	301130940	ruddy_s1	inclined to a healthy reddish color often associated with outdoor life;	a ruddy complexion; Santa's rubicund cheeks; a fresh and sanguine complexion
rude	adj				rude%5:00:00:impolite:00	300641944	rude_s1	300611828	rude_s1	socially incorrect in behavior;	resentment flared at such an unmannered intrusion
rue	v				rue%2:37:00::	201796582	regret_v1	201744350	regret_v1	feel remorse for; feel sorry for; be contrite about	
ruff	v				ruff%2:33:00::	201078235	ruff_v1	201043782	ruff_v1	play a trump	
ruffle	v				ruffle%2:38:00::	202040054	ripple_v1	201981817	ripple_v1	stir up (water) so as to form ripples	
rug	n			rug	rug%1:06:00::	104118021	rug_n1	103962929	rug_n1	floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)	
rugby	n			rugby	rugby%1:04:00::	100470966	rugby_n1	100446541	rugby_n1	a form of football played with an oval ball	
