QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.33	some	cat	receive	worm	Some cats receive worms.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.33	some	cat	rest on	window	Some cats rest on windows.	1.00	y	n	n	animal_n1	artifact_n1	KBCompletion
0.33	some	cat	roam	country	Some cats roam countries.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	cat	roam	field	Some cats roam fields.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	cat	roam	park	Some cats roam parks.	1.00	y	n	n	animal_n1	location_n1	a7129
0.33	some	cat	share	region	Some cats share regions.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	cat	transmit	virus	Some cats transmit viruses.	1.00	y	n	n	animal_n1	microorganism_n1	a9044
0.33	some	cat	wait for	butterfly	Some cats wait for butterflies.	0.67	y	n	n	animal_n1	insect_n1	KBCompletion
0.33	some	cat	watch	tree	Some cats watch trees.	1.00	y	n	n	animal_n1	plant_n2	a34933
0.25	some	cat	appear in	painting	Some cats appear in paintings.	1.00	y	n	n	animal_n1	artifact_n1	a64035
0.25	some	cat	bite	mammal	Some cats bite mammals.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.25	some	cat	chase	chicken	Some cats chase chickens.	1.00	y	n	n	animal_n1	bird_n1	KBCompletion
0.25	some	cat	dominate	house	Some cats dominate houses.	1.00	y	n	n	animal_n1	building_n1	a52350
0.25	some	cat	eat	rodent	Some cats eat rodents.	1.00	y	n	n	animal_n1	animal_n1	a10191|a85579
0.25	some	cat	follow	enemy	Some cats follow enemies.	0.67	y	n	n	animal_n1	social_group_n1	KBCompletion
0.25	some	cat	follow	family	Some cats follow families.	1.00	y	n	n	animal_n1	social_group_n1	a7512
0.25	some	cat	hate	boyfriend	Some cats hate boyfriends.	1.00	y	n	n	animal_n1	person_n1	a3478
0.25	some	cat	hate	sound	Some cats hate sound.	0.67	y	n	n	animal_n1	sound_v2	KBCompletion
0.25	some	cat	is located on	journey	Some cats are located on journeys.	1.00	y	n	n	animal_n1	action_n1	a37613
0.25	some	cat	keep	mouse	Some cats keep mice.	1.00	y	n	n	animal_n1	animal_n1	a75754
0.25	some	cat	live in	Australia	Some cats live in Australia.	1.00	y	n	n	animal_n1	location_n1	a44105
0.25	some	cat	live in	farm	Some cats live in farms.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.25	some	cat	live in	park	Some cats live in parks.	1.00	y	n	n	animal_n1	location_n1	a65656|a65657
0.25	some	cat	live in	town	Some cats live in towns.	1.00	y	n	n	animal_n1	location_n1	a7456|a74593
0.25	some	cat	live on	farm	Some cats live on farms.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.25	some	cat	make	bond	Some cats make bonds.	1.00	y	n	n	animal_n1	phenomenon_n1	a85500
0.25	some	cat	play in	forest	Some cats play in forests.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.25	some	cat	play in	mountain	Some cats play in mountains.	0.67	y	n	n	animal_n1	formation_n5	KBCompletion
0.25	some	cat	pose	threat	Some cats pose threats.	0.67	y	n	n	animal_n1	Thing	a29403|a29404|a29405|a29406|a29407
0.25	some	cat	possess	litter	Some cats possess litter.	1.00	y	n	n	animal_n1	Thing	a48073
0.25	some	cat	provide	milk	Some cats provide milk.	0.67	y	n	n	animal_n1	food_n1	KBCompletion
0.25	some	cat	roam	island	Some cats roam islands.	1.00	y	n	n	animal_n1	Thing	a19366
0.25	some	cat	sit on	terrace	Some cats sit on terraces.	1.00	y	n	n	animal_n1	artifact_n1	a36690
0.25	some	cat	stand in	field	Some cats stand in fields.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.25	some	cat	stand in	garden	Some cats stand in gardens.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.25	some	cat	threaten	livestock	Some cats threaten livestock.	0.33	y	n	n	animal_n1	animal_n1	KBCompletion
0.25	some	cat	wait for	bird	Some cats wait for birds.	1.00	y	n	n	animal_n1	bird_n1	KBCompletion
0.25	some	cat	wait for	worm	Some cats wait for worms.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.20	some	cat	eat	gecko	Some cats eat geckos.	1.00	y	n	n	animal_n1	animal_n1	a42971
0.20	some	cat	live in	street	Some cats live in streets.	1.00	y	n	n	animal_n1	artifact_n1	a14491|a14492
0.16	some	cat	kill	prey	Some cats kill prey.	1.00	y	n	n	animal_n1	animal_n1	a68506
0.16	some	cat	kill	rabbit	Some cats kill rabbits.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.16	some	cat	like	column	Some cats like columns.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.16	some	cat	require	medication	Some cats require medication.	1.00	y	n	n	animal_n1	Thing	a10203
0.16	some	cat	resemble	sphinx	Some cats resemble sphinxs.	1.00	y	n	n	animal_n1	artifact_n1	a64257
0.16	some	cat	share	habitat	Some cats share habitats.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.16	some	cat	wait for	lizard	Some cats wait for lizards.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.16	some	cat	watch	frog	Some cats watch frogs.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.09	some	cat	die in	fire	Some cats die in fire.	1.00	y	n	n	animal_n1	phenomenon_n1	a44916
0.09	some	cat	live in	Europe	Some cats live in Europe.	1.00	y	n	n	animal_n1	Thing	a232
0.09	some	cat	wear	bell	Some cats wear bells.	1.00	y	n	n	animal_n1	device_n1	a49412|a49413
1.00	most	caterpillar	require	food	Most caterpillars require food.	1.00	y	n	n	animal_n1	food_n1	a74805|a83016|a83017
0.91	most	caterpillar	resemble	caterpillar	Most caterpillars resemble caterpillars.	1.00	y	n	n	animal_n1	animal_n1	a29537
0.90	most	caterpillar	eat	leaf	Most caterpillars eat leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a15558|a15559|a15560|a15561|a15562|a15563|a15564|a15565|a15566|a15567|a15568|a15569|a15570|a15571|a15572|a15573|a15574|a15575|a36713|a36714|a36715|a36716|a36717|a36718|a36719|a36720|a36721|a36722|a36723|a36724|a36725|a36726|a36727|a36728|a36729|a36730|a36731|a36732|a36733|a36734|a36735|a36736|a36737|a36738|a36739|a36740|a36741|a36742|a36743|a36744|a36745|a36746|a36747|a36748|a36749|a36750|a36751|a36752|a36753|a36754|a36755|a36756|a36757|a36758|a36759|a36760|a36761|a36762|a36763|a36764|a36765|a36766|a36767|a36768|a36769|a36770|a36771|a36772|a36773|a36774|a36775|a36776|a36777|a36778|a36779|a36780|a36781|a36782|a36783|a36784|a36785|a36786|a36787|a36788|a36789|a36790|a36791|a36843|a36844|a36845|a36846|a36847|a36848|a36849|a36850|a36851|a36852|a36853|a36854|a36855|a36856|a36857|a36858|a36859|a36860|a36861|a36862|a36863|a36864|a36865|a36866|a36867|a36868|a36869|a36870|a36871|a36872|a36873|a36874|a36875|a36876|a48076|a48077|a48078|a48079|a48080|a48081|a56493|a56494|a56495|a56496|a56497|a56498|a56499|a56500|a56501|a56502|a56503|a56504|a56505|a56506|a56507|a56508|a56509|a56510|a56511|a56512|a56513|a56514|a56515|a56516|a56517|a56518|a56519|a56520|a56521|a56522|a56523|a56524|a56525|a56526|a56527|a56528|a56529|a56530|a56531|a56532|a56533|a56534|a56535|a56536|a56537|a56538|a56539|a56540|a56541|a56542|a56543|a56544|a56545|a56546|a56547|a56548|a56549|a56550|a56551|a56552|a56553|a56554|a56555|a56556|a56557|a56558|a56559|a56560|a56561|a56562|a56563|a56564|a56565|a56566|a56567|a56568|a56569|a56570|a56571|a56572|a56573|a56574|a56575|a56576|a56577|a56578|a68934|a68935|a68936|a80018|a80019|a80020|a80021|a81069|a81070|a81071
0.90	most	caterpillar	make	cocoon	Most caterpillars make cocoons.	1.00	y	n	n	animal_n1	Thing	a28135|a28136|a28137|a28138|a35803|a35804|a35805|a53805
0.84	most	caterpillar	depend on	vegetation	Most caterpillars depend on vegetation.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.84	most	caterpillar	eat	plant	Most caterpillars eat plants.	1.00	y	n	n	animal_n1	plant_n2	a31449|a31450|a31451|a31452|a31453|a31454|a31455|a31456|a31457|a31458|a31459|a31460|a31461|a31462|a31463|a31464|a31465|a31466|a31467|a31468|a31469|a31470|a31471|a31472|a31473|a31474|a31475|a31476|a31477|a31478|a31479|a31480|a31481|a31482|a31483|a58625|a58626|a58627|a58628|a58629|a58630|a58631|a58632|a58633|a58634|a58635|a58636|a58637|a58638|a58639|a58640|a58641|a58642|a58643|a58644|a58645|a58646|a58647|a58648|a58649|a58650|a58651|a58652|a58653|a58654|a58655|a58656|a58657|a58658|a72769|a72770|a72771|a75794|a75795
0.84	most	caterpillar	has-part	head	Most caterpillars has-part heads.	1.00	y	n	n	animal_n1	body_part_n1	a53990|a53991|a53992|a53993|a53994|a53995|a53996|a53997|a53998|a53999|a54000|a54001|a54002|a54003|a54004|a54005|a54006
0.84	most	caterpillar	possess	body	Most caterpillars possess bodies.	1.00	y	n	n	animal_n1	Thing	a4204|a4205|a4206|a4207|a4208
0.84	most	caterpillar	turn into	cocoon	Most caterpillars turn into cocoons.	1.00	y	n	n	animal_n1	Thing	a9018|a9019
0.75	most	caterpillar	destroy	fruit	Most caterpillars destroy fruit.	1.00	y	n	n	animal_n1	plant_part_n1	KBCompletion
0.75	most	caterpillar	destroy	leaf	Most caterpillars destroy leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a21056|a21057
0.75	most	caterpillar	eat	carbohydrate	Most caterpillars eat carbohydrates.	1.00	y	n	n	animal_n1	substance_n1	a11376
0.75	most	caterpillar	eat	fruit	Most caterpillars eat fruit.	1.00	y	n	n	animal_n1	plant_part_n1	a5449|a5450|a11459|a11460|a11461|a50402
0.75	most	caterpillar	eat	vegetation	Most caterpillars eat vegetation.	0.75	y	n	n	animal_n1	Thing	a9308|a23420
0.75	most	caterpillar	feed in	leaf	Most caterpillars feed in leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a79009
0.75	most	caterpillar	has-part	back	Most caterpillars has-part backs.	1.00	y	n	n	animal_n1	body_part_n1	a1190|a1191|a1192|a1193|a1194
0.75	most	caterpillar	has-part	eye	Most caterpillars has-part eyes.	0.67	y	n	n	animal_n1	body_part_n1	a27049|a27050|a27051|a27052|a27053
0.75	most	caterpillar	live in	habitat	Most caterpillars live in habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	caterpillar	live in	tree	Most caterpillars live in trees.	1.00	y	n	n	animal_n1	plant_n2	a34770|a34771
0.75	most	caterpillar	live on	plant	Most caterpillars live on plants.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.75	most	caterpillar	possess	cell	Most caterpillars possess cells.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.75	most	caterpillar	possess	food	Most caterpillars possess food.	1.00	y	n	n	animal_n1	food_n1	a28502
0.75	most	caterpillar	require	habitat	Most caterpillars require habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	caterpillar	threaten	garden	Most caterpillars threaten gardens.	0.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	caterpillar	threaten	vegetation	Most caterpillars threaten vegetation.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.75	most	caterpillar	turn into	chrysalis	Most caterpillars turn into chrysalises.	1.00	y	n	n	animal_n1	insect_n1	a52743|a52744
0.75	most	caterpillar	visit	ecosystem	Most caterpillars visit ecosystems.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	caterpillar	chew	bush	Most caterpillars chew bushes.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.67	most	caterpillar	chew	material	Most caterpillars chew materials.	0.67	y	n	n	animal_n1	material_n1	KBCompletion
0.67	most	caterpillar	chew	plant	Most caterpillars chew plants.	0.67	y	n	n	animal_n1	plant_n2	a30463
0.67	most	caterpillar	depend on	forest	Most caterpillars depend on forests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	caterpillar	depend on	habitat	Most caterpillars depend on habitats.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	caterpillar	depend on	plant	Most caterpillars depend on plants.	1.00	y	n	n	animal_n1	plant_n2	a83247
0.67	most	caterpillar	eat	aphid	Most caterpillars eat aphids.	1.00	y	n	n	animal_n1	insect_n1	a72325
0.67	most	caterpillar	eat	brush	Most caterpillars eat brushes.	1.00	y	n	n	animal_n1	Thing	a4193
0.67	most	caterpillar	eat	food	Most caterpillars eat food.	1.00	y	n	n	animal_n1	food_n1	a11394|a11395|a40162|a40163|a40164|a40165|a40166|a74408
0.67	most	caterpillar	eat	material	Most caterpillars eat materials.	1.00	y	n	n	animal_n1	material_n1	a38406|a38407|a38408|a69784|a69785|a69786
0.67	most	caterpillar	eat	willow	Most caterpillars eat willows.	1.00	y	n	n	animal_n1	plant_n2	a79010|a79011|a79012
0.67	most	caterpillar	emerge from	chrysalis	Most caterpillars emerge from chrysalises.	0.67	y	n	n	animal_n1	insect_n1	KBCompletion
0.67	most	caterpillar	enter	hole	Most caterpillars enter holes.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	caterpillar	enter	region	Most caterpillars enter regions.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	caterpillar	give birth to	caterpillar	Most caterpillars give birth to caterpillars.	1.00	y	n	n	animal_n1	animal_n1	a62118
0.67	most	caterpillar	has-part	face	Most caterpillars has-part faces.	1.00	y	n	n	animal_n1	body_part_n1	a41230|a41231
0.67	most	caterpillar	has-part	organ	Most caterpillars has-part organs.	1.00	y	n	n	animal_n1	body_part_n1	a42093|a42094
0.67	most	caterpillar	live in	environment	Most caterpillars live in environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	caterpillar	live on	leaf	Most caterpillars live on leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a8243|a8244
0.67	most	caterpillar	prefer	surface	Most caterpillars prefer surfaces.	1.00	y	n	n	animal_n1	artifact_n1	a21574
0.67	most	caterpillar	visit	flower	Most caterpillars visit flowers.	0.67	y	n	n	animal_n1	plant_part_n1	KBCompletion
0.67	most	caterpillar	visit	habitat	Most caterpillars visit habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	caterpillar	walk on	leg	Most caterpillars walk on legs.	0.50	y	n	n	animal_n1	body_part_n1	KBCompletion
0.58	most	caterpillar	appear in	garden	Most caterpillars appear in gardens.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	caterpillar	avoid	enemy	Most caterpillars avoid enemies.	1.00	y	n	n	animal_n1	social_group_n1	KBCompletion
0.58	most	caterpillar	bury	egg	Most caterpillars bury eggs.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	caterpillar	chew	crop	Most caterpillars chew crops.	0.67	y	n	n	animal_n1	event_n1	KBCompletion
0.58	most	caterpillar	chew	vegetation	Most caterpillars chew vegetation.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	caterpillar	destroy	plant	Most caterpillars destroy plants.	1.00	y	n	n	animal_n1	plant_n2	a30752
0.58	most	caterpillar	emerge from	silk	Most caterpillars emerge from silk.	0.67	y	n	n	animal_n1	artifact_n1	KBCompletion
0.58	most	caterpillar	emerge from	tree	Most caterpillars emerge from trees.	0.67	y	n	n	animal_n1	plant_n2	KBCompletion
0.58	most	caterpillar	enter	forest	Most caterpillars enter forests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	caterpillar	enter	pasture	Most caterpillars enter pasture.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	caterpillar	evolve into	butterfly	Most caterpillars evolve into butterflies.	1.00	y	n	n	animal_n1	insect_n1	a77069
0.58	most	caterpillar	feed in	tree	Most caterpillars feed in trees.	1.00	y	n	n	animal_n1	plant_n2	a53199
0.58	most	caterpillar	has-part	tail	Most caterpillars has-part tails.	1.00	y	n	n	animal_n1	body_part_n1	a31164
0.58	most	caterpillar	is inside	bush	Most caterpillars are inside bushes.	0.67	y	n	n	animal_n1	plant_n2	KBCompletion
0.58	most	caterpillar	is located on	leaf	Most caterpillars are located on leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a78524
0.58	most	caterpillar	live in	field	Most caterpillars live in fields.	1.00	y	n	n	animal_n1	location_n1	a8089|a85609
0.58	most	caterpillar	live in	leaf	Most caterpillars live in leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a35312
0.58	most	caterpillar	live on	tree	Most caterpillars live on trees.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.58	most	caterpillar	make	excretion	Most caterpillars make excretion.	1.00	y	n	n	animal_n1	phenomenon_n1	a84699
0.58	most	caterpillar	make	secretion	Most caterpillars make secretion.	1.00	y	n	n	animal_n1	substance_n1	a831|a832
0.58	most	caterpillar	possess	structure	Most caterpillars possess structures.	1.00	y	n	n	animal_n1	artifact_n1	a84925
0.58	most	caterpillar	require	forest	Most caterpillars require forests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	caterpillar	seek	food	Most caterpillars seek food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.58	most	caterpillar	shed	skin	Most caterpillars shed skin.	1.00	y	n	n	animal_n1	body_part_n1	a31506|a31507|a31508|a31509|a31510|a31511
0.58	most	caterpillar	threaten	habitat	Most caterpillars threaten habitats.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	caterpillar	turn into	moth	Most caterpillars turn into moths.	0.83	y	n	n	animal_n1	insect_n1	a3348|a3349|a3350|a3351|a3352
0.58	most	caterpillar	visit	tree	Most caterpillars visit trees.	1.00	y	n	n	animal_n1	plant_n2	a79747
0.50	some	caterpillar	appear in	hole	Some caterpillars appear in holes.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	caterpillar	avoid	predator	Some caterpillars avoid predators.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.50	some	caterpillar	chew	environment	Some caterpillars chew environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	caterpillar	chew	field	Some caterpillars chew fields.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	caterpillar	chew	leaf	Some caterpillars chew leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a69973|a69974|a85511
0.50	some	caterpillar	depend on	ground	Some caterpillars depend on ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	caterpillar	eat	bud	Some caterpillars eat buds.	1.00	y	n	n	animal_n1	plant_part_n1	a17369|a17370|a17371|a58552
0.50	some	caterpillar	eat	bush	Some caterpillars eat bushes.	0.67	y	n	n	animal_n1	plant_n2	a8126|a8127|a8128|a38311
0.50	some	caterpillar	enter	garden	Some caterpillars enter gardens.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	caterpillar	has-part	belly	Some caterpillars has-part bellies.	1.00	y	n	n	animal_n1	body_part_n1	a26298
0.50	some	caterpillar	has-part	gland	Some caterpillars has-part glands.	1.00	y	n	n	animal_n1	body_part_n1	a80655|a80656
0.50	some	caterpillar	has-part	skin	Some caterpillars has-part skin.	0.67	y	n	n	animal_n1	body_part_n1	a24807
0.50	some	caterpillar	invade	tree	Some caterpillars invade trees.	1.00	y	n	n	animal_n1	plant_n2	a73969
0.50	some	caterpillar	is inside	cocoon	Some caterpillars are inside cocoons.	1.00	y	n	n	animal_n1	Thing	a61576|a61577
0.50	some	caterpillar	lay	egg	Some caterpillars lay eggs.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	caterpillar	live in	plant	Some caterpillars live in plants.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.50	some	caterpillar	make	substance	Some caterpillars make substances.	1.00	y	n	n	animal_n1	substance_n1	a56132|a56133|a56134|a56135|a56136
0.50	some	caterpillar	prefer	leaf	Some caterpillars prefer leaves.	0.33	y	n	n	animal_n1	plant_part_n1	a31168
0.50	some	caterpillar	prefer	tree	Some caterpillars prefer trees.	1.00	y	n	n	animal_n1	plant_n2	a16099|a16100
0.50	some	caterpillar	receive	food	Some caterpillars receive food.	0.50	y	n	n	animal_n1	food_n1	KBCompletion
0.50	some	caterpillar	require	environment	Some caterpillars require environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	caterpillar	require	leaf	Some caterpillars require leaves.	1.00	y	n	n	animal_n1	plant_part_n1	a63828
0.50	some	caterpillar	sit in	tree	Some caterpillars sit in trees.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.50	some	caterpillar	threaten	field	Some caterpillars threaten fields.	0.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	caterpillar	threaten	plant	Some caterpillars threaten plants.	0.33	y	n	n	animal_n1	plant_n2	KBCompletion
0.50	some	caterpillar	visit	ground	Some caterpillars visit ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	caterpillar	catch in	web	Some caterpillars catch in web.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	caterpillar	chew	flower	Some caterpillars chew flowers.	1.00	y	n	n	animal_n1	plant_part_n1	KBCompletion
0.41	some	caterpillar	depend on	environment	Some caterpillars depend on environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.41	some	caterpillar	eat	milkweed	Some caterpillars eat milkweeds.	0.83	y	n	n	animal_n1	plant_n2	a55455|a55456|a55457|a55458|a55459|a55460|a55461|a55462|a55463|a55464|a55465|a55466|a86447|a86448|a86449|a86450|a86451|a86452|a86453|a86454|a86455|a86456|a86457|a86458|a86459|a86460|a86461|a86462|a86463|a86464
0.41	some	caterpillar	enter	nest	Some caterpillars enter nests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	caterpillar	feed in	flower	Some caterpillars feed in flowers.	0.67	y	n	n	animal_n1	plant_part_n1	a42266
